Gene	Reaction	PathwayID	PathwayName
NCU09789.7	ADENYLOSUCCINATE-SYNTHASE-RXN	PWY-841	purine nucleotides <i>de novo</i> biosynthesis II
NCU10058.7	PHOSPHOGLUCMUT-RXN	PWY-5941-1	glycogen degradation II
NCU07027.7	RXN-9025	PWY-5941-1	glycogen degradation II
NCU00743.7	RXN-9023	PWY-5941-1	glycogen degradation II
NCU00743.7	3.2.1.33-RXN	PWY-5941-1	glycogen degradation II
NCU01142.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU01169.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU08930.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU01467.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU01360.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU05221.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU05299.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU04044.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU04074.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU03953.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU04753.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU04781.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU05009.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU01765.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU02373.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU02280.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU09460.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU09299.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU03156.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU01859.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU00670.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU02472.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU00969.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU02534.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU03093.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU09002.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU00160.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU00418.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU00484.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU09477.7	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NIL	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NIL	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NIL	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NIL	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NIL	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NIL	NADH-DEHYDROG-A-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU03031.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU07756.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU08336.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU00959.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-4302	aerobic respiration -- electron donor III
NCU07953.7	RXN-6884	PWY-4302	aerobic respiration -- electron donor III
NCU08114.7	TRANS-RXN2T-219	PWY2T-42	cellulose degradation III (neurospora)
NCU00801.7	TRANS-RXN2T-219	PWY2T-42	cellulose degradation III (neurospora)
NCU07281.7	PGLUCISOM-RXN	ANAEROFRUCAT-PWY	homolactic fermentation
NCU07773.7	DTMPKI-RXN	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU10053.7	THYMIDYLATESYN-RXN	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU06211.7	MALATE-DEH-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU04899.7	MALATE-DEH-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU02366.7	ACONITATEDEHYDR-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU02482.7	CITSYN-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU01692.7	CITSYN-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU02366.7	ACONITATEHYDR-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU04230.7	ISOCIT-CLEAV-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU10007.7	MALSYN-RXN	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU00643.7	L-ARABINITOL-4-DEHYDROGENASE-RXN	PWY-5515	L-arabinose degradation II
NCU08976.7	RXN2T-61	PWY2T-27	fatty acid elongation
NCU03608.7	ACETOLACTREDUCTOISOM-RXN	VALSYN-PWY	valine biosynthesis
NCU05683.7	DIHYDROXYISOVALDEHYDRAT-RXN	VALSYN-PWY	valine biosynthesis
NCU04579.7	DIHYDROXYISOVALDEHYDRAT-RXN	VALSYN-PWY	valine biosynthesis
NCU10008.7	FUMHYDR-RXN	PWY-561	superpathway of glyoxylate cycle
NCU03031.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-561	superpathway of glyoxylate cycle
NCU07756.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-561	superpathway of glyoxylate cycle
NCU08336.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-561	superpathway of glyoxylate cycle
NCU00959.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-561	superpathway of glyoxylate cycle
NCU02136.7	TRANSALDOL-RXN	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
NCU06142.7	TRANSALDOL-RXN	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
NCU00463.7	3-HYDROXY-KYNURENINASE-RXN	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU09183.7	3-HYDROXY-KYNURENINASE-RXN	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU06924.7	KYNURENINE-3-MONOOXYGENASE-RXN	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU03347.7	ARYLFORMAMIDASE-RXN	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU07608.7	RIB5PISOM-RXN	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU00519.7	RIBULP3EPIM-RXN	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU03970.7	RIBOFLAVINKIN-RXN	PWY-6168	flavin biosynthesis III (fungi)
NCU07456.7	RIBOFLAVIN-SYN-RXN	PWY-6168	flavin biosynthesis III (fungi)
NCU08313.7	RXN-10057	PWY-6168	flavin biosynthesis III (fungi)
NCU03846.7	RXN-10058	PWY-6168	flavin biosynthesis III (fungi)
NCU09930.7	H2NEOPTERINALDOL-RXN	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU09930.7	H2PTERIDINEPYROPHOSPHOKIN-RXN	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU01337.7	DIHYDROFOLATESYNTH-RXN	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU17044.7	ADCLY-RXN	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU08685.7	FGAMSYN-RXN	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
NCU00843.7	GART-RXN	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
NCU00177.7	GLYRIBONUCSYN-RXN	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
NCU07458.7	PHOSACETYLGLUCOSAMINEMUT-RXN	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
NCU01902.7	GLUCOSAMINEPNACETYLTRANS-RXN	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
NCU02193.7	RXN-6161	PWY2T-11	xylose conversion to ethanol
NCU02397.7	RXN-6161	PWY2T-11	xylose conversion to ethanol
NCU11381.7	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	PWY-922	mevalonate pathway I
NCU08671.7	PHOSPHOMEVALONATE-KINASE-RXN	PWY-922	mevalonate pathway I
NCU03633.7	MEVALONATE-KINASE-RXN	PWY-922	mevalonate pathway I
NCU00712.7	1.1.1.34-RXN	PWY-922	mevalonate pathway I
NCU03922.7	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	PWY-922	mevalonate pathway I
NCU01175.7	GPPSYN-RXN	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis I
NCU05290.7	OROPRIBTRANS-RXN	PWY-5686	uridine-5'-phosphate biosynthesis
NCU06532.7	DIHYDROOROTATE-DEHYDROGENASE-RXN	PWY-5686	uridine-5'-phosphate biosynthesis
NCU04323.7	DIHYDROOROT-RXN	PWY-5686	uridine-5'-phosphate biosynthesis
NCU08287.7	ASPCARBTRANS-RXN	PWY-5686	uridine-5'-phosphate biosynthesis
NCU02193.7	RXN-7643	PWY-5057	valine degradation II
NCU02397.7	RXN-7643	PWY-5057	valine degradation II
NCU03010.7	RXN-8162	LYSINE-DEG1-PWY	lysine degradation II
NCU03010.7	RXN-8173	LYSINE-DEG1-PWY	lysine degradation II
NCU03559.7	1.10.2.2-RXN	PWY2T-2574	aerobic respiration
NCU06606.7	1.10.2.2-RXN	PWY2T-2574	aerobic respiration
NCU08940.7	1.10.2.2-RXN	PWY2T-2574	aerobic respiration
NCU08947.7	1.10.2.2-RXN	PWY2T-2574	aerobic respiration
NCU01258.7	RXN0-5222	CYANCAT-PWY	cyanate degradation
NCU07836.7	2-DEHYDROPANTOATE-REDUCT-RXN	PANTO-PWY	pantothenate biosynthesis I
NCU02407.7	1.2.1.25-RXN	VALDEG-PWY	valine degradation I
NCU09864.7	1.2.1.25-RXN	VALDEG-PWY	valine degradation I
NCU03913.7	1.2.1.25-RXN	VALDEG-PWY	valine degradation I
NCU02704.7	1.2.1.25-RXN	VALDEG-PWY	valine degradation I
NCU03777.7	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	VALDEG-PWY	valine degradation I
NCU06448.7	METHYLACYLYLCOA-HYDROXY-RXN	VALDEG-PWY	valine degradation I
NCU06543.7	MEPROPCOA-FAD-RXN	VALDEG-PWY	valine degradation I
NCU05499.7	HOMOGENTISATE-12-DIOXYGENASE-RXN	TYRFUMCAT-PWY	tyrosine degradation I
NCU01830.7	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	TYRFUMCAT-PWY	tyrosine degradation I
NCU01993.7	RXN-5781	PWY-3561	choline biosynthesis III
NCU03223.7	RXN-5781	PWY-3561	choline biosynthesis III
NCU00261.7	CTPSYN-RXN	PWY-5687	pyrimidine ribonucleotides interconversion
NCU04202.7	UDPKIN-RXN	PWY-5687	pyrimidine ribonucleotides interconversion
NCU10058.7	PHOSPHOGLUCMUT-RXN	PWY-5661	GDP-glucose biosynthesis
NCU02005.7	1.8.4.8-RXN	SO4ASSIM-PWY	sulfate reduction I (assimilatory)
NIL	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU05816.7	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU05689.7	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU05457.7	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU06741.7	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU06695.7	CYTOCHROME-C-OXIDASE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU01142.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU01169.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU08930.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU01467.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU01360.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU05221.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU05299.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU04044.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU04074.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU03953.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU04753.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU04781.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU05009.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU01765.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU02373.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU02280.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU09460.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU09299.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU03156.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU01859.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU00670.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU02472.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU00969.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU02534.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU03093.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU09002.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU00160.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU00418.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU00484.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU09477.7	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NIL	NADH-DEHYDROG-A-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU03031.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU07756.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-3781	aerobic respiration -- electron donor II
